,Date,Hour,Period,Passengers,TMax,TMin,Rain
9737,2018-12-22,8,30,2.0,35.7,23.2,3.0
9738,2018-12-22,9,0,2.0,35.7,23.2,3.0
9739,2018-12-22,9,15,9.0,35.7,23.2,3.0
9740,2018-12-22,9,30,1.0,35.7,23.2,3.0
9741,2018-12-22,10,0,7.0,35.7,23.2,3.0
9742,2018-12-22,10,15,3.0,35.7,23.2,3.0
9743,2018-12-22,10,30,5.0,35.7,23.2,3.0
9744,2018-12-22,10,45,4.0,35.7,23.2,3.0
9745,2018-12-22,11,0,3.0,35.7,23.2,3.0
9746,2018-12-22,11,30,4.0,35.7,23.2,3.0
9747,2018-12-22,11,45,2.0,35.7,23.2,3.0
9748,2018-12-22,12,0,5.0,35.7,23.2,3.0
9749,2018-12-22,12,15,2.0,35.7,23.2,3.0
9750,2018-12-22,12,30,8.0,35.7,23.2,3.0
9751,2018-12-22,13,0,2.0,35.7,23.2,3.0
9752,2018-12-22,13,15,1.0,35.7,23.2,3.0
9753,2018-12-22,13,30,6.0,35.7,23.2,3.0
9754,2018-12-22,13,45,7.0,35.7,23.2,3.0
9755,2018-12-22,14,15,3.0,35.7,23.2,3.0
9756,2018-12-22,14,30,4.0,35.7,23.2,3.0
9757,2018-12-22,14,45,4.0,35.7,23.2,3.0
9758,2018-12-22,15,0,3.0,35.7,23.2,3.0
9759,2018-12-22,15,15,4.0,35.7,23.2,3.0
9760,2018-12-22,15,30,1.0,35.7,23.2,3.0
9761,2018-12-22,15,45,12.0,35.7,23.2,3.0
9762,2018-12-22,16,0,10.0,35.7,23.2,3.0
9763,2018-12-22,16,15,3.0,35.7,23.2,3.0
9764,2018-12-22,16,30,8.0,35.7,23.2,3.0
9765,2018-12-22,16,45,13.0,35.7,23.2,3.0
9766,2018-12-22,17,15,10.0,35.7,23.2,3.0
9767,2018-12-22,17,30,8.0,35.7,23.2,3.0
9768,2018-12-22,17,45,14.0,35.7,23.2,3.0
9769,2018-12-22,18,0,9.0,35.7,23.2,3.0
9770,2018-12-22,18,15,7.0,35.7,23.2,3.0
9771,2018-12-22,18,30,3.0,35.7,23.2,3.0
9772,2018-12-22,18,45,4.0,35.7,23.2,3.0
9773,2018-12-22,19,0,8.0,35.7,23.2,3.0
9774,2018-12-23,7,0,1.0,28.6,19.9,0.0
9775,2018-12-23,7,30,2.0,28.6,19.9,0.0
9776,2018-12-23,8,0,2.0,28.6,19.9,0.0
9777,2018-12-23,8,30,3.0,28.6,19.9,0.0
9778,2018-12-23,8,45,3.0,28.6,19.9,0.0
9779,2018-12-23,9,0,4.0,28.6,19.9,0.0
9780,2018-12-23,9,30,1.0,28.6,19.9,0.0
9781,2018-12-23,10,0,1.0,28.6,19.9,0.0
9782,2018-12-23,10,45,7.0,28.6,19.9,0.0
9783,2018-12-23,11,0,3.0,28.6,19.9,0.0
9784,2018-12-23,11,30,3.0,28.6,19.9,0.0
9785,2018-12-23,11,45,5.0,28.6,19.9,0.0
9786,2018-12-23,12,0,1.0,28.6,19.9,0.0
9787,2018-12-23,12,15,5.0,28.6,19.9,0.0
9788,2018-12-23,12,30,3.0,28.6,19.9,0.0
9789,2018-12-23,12,45,3.0,28.6,19.9,0.0
9790,2018-12-23,13,0,5.0,28.6,19.9,0.0
9791,2018-12-23,13,30,6.0,28.6,19.9,0.0
9792,2018-12-23,13,45,3.0,28.6,19.9,0.0
9793,2018-12-23,14,0,5.0,28.6,19.9,0.0
9794,2018-12-23,14,15,2.0,28.6,19.9,0.0
9795,2018-12-23,14,45,8.0,28.6,19.9,0.0
9796,2018-12-23,15,0,9.0,28.6,19.9,0.0
9797,2018-12-23,15,30,14.0,28.6,19.9,0.0
9798,2018-12-23,15,45,8.0,28.6,19.9,0.0
9799,2018-12-23,16,15,2.0,28.6,19.9,0.0
9800,2018-12-23,16,30,3.0,28.6,19.9,0.0
9801,2018-12-23,16,45,2.0,28.6,19.9,0.0
9802,2018-12-23,17,0,3.0,28.6,19.9,0.0
9803,2018-12-23,17,30,4.0,28.6,19.9,0.0
9804,2018-12-23,18,0,4.0,28.6,19.9,0.0
9805,2018-12-23,18,15,13.0,28.6,19.9,0.0
9806,2018-12-23,18,30,3.0,28.6,19.9,0.0
9807,2018-12-23,18,45,9.0,28.6,19.9,0.0
9808,2018-12-23,19,0,4.0,28.6,19.9,0.0
9809,2018-12-23,19,15,13.0,28.6,19.9,0.0
10025,2018-12-29,6,45,1.0,30.5,19.4,0.0
10026,2018-12-29,7,0,1.0,30.5,19.4,0.0
10027,2018-12-29,7,45,2.0,30.5,19.4,0.0
10028,2018-12-29,8,30,2.0,30.5,19.4,0.0
10029,2018-12-29,8,45,4.0,30.5,19.4,0.0
10030,2018-12-29,9,0,2.0,30.5,19.4,0.0
10031,2018-12-29,9,15,1.0,30.5,19.4,0.0
10032,2018-12-29,9,30,2.0,30.5,19.4,0.0
10033,2018-12-29,9,45,7.0,30.5,19.4,0.0
10034,2018-12-29,10,0,5.0,30.5,19.4,0.0
10035,2018-12-29,10,15,5.0,30.5,19.4,0.0
10036,2018-12-29,10,45,6.0,30.5,19.4,0.0
10037,2018-12-29,11,15,2.0,30.5,19.4,0.0
10038,2018-12-29,11,30,4.0,30.5,19.4,0.0
10039,2018-12-29,11,45,8.0,30.5,19.4,0.0
10040,2018-12-29,12,0,5.0,30.5,19.4,0.0
10041,2018-12-29,12,15,5.0,30.5,19.4,0.0
10042,2018-12-29,12,45,1.0,30.5,19.4,0.0
10043,2018-12-29,13,0,1.0,30.5,19.4,0.0
10044,2018-12-29,13,15,2.0,30.5,19.4,0.0
10045,2018-12-29,13,45,7.0,30.5,19.4,0.0
10046,2018-12-29,14,0,3.0,30.5,19.4,0.0
10047,2018-12-29,14,15,2.0,30.5,19.4,0.0
10048,2018-12-29,14,30,4.0,30.5,19.4,0.0
10049,2018-12-29,15,15,3.0,30.5,19.4,0.0
10050,2018-12-29,15,45,8.0,30.5,19.4,0.0
10051,2018-12-29,16,0,6.0,30.5,19.4,0.0
10052,2018-12-29,16,30,5.0,30.5,19.4,0.0
10053,2018-12-29,16,45,7.0,30.5,19.4,0.0
10054,2018-12-29,17,0,7.0,30.5,19.4,0.0
10055,2018-12-29,17,15,4.0,30.5,19.4,0.0
10056,2018-12-29,17,30,11.0,30.5,19.4,0.0
10057,2018-12-29,18,0,8.0,30.5,19.4,0.0
10058,2018-12-29,18,15,2.0,30.5,19.4,0.0
10059,2018-12-29,18,30,12.0,30.5,19.4,0.0
10060,2018-12-29,19,0,17.0,30.5,19.4,0.0
10061,2018-12-30,7,15,3.0,30.6,22.6,0.0
10062,2018-12-30,7,45,2.0,30.6,22.6,0.0
10063,2018-12-30,8,30,1.0,30.6,22.6,0.0
10064,2018-12-30,8,45,3.0,30.6,22.6,0.0
10065,2018-12-30,9,0,1.0,30.6,22.6,0.0
10066,2018-12-30,9,15,2.0,30.6,22.6,0.0
10067,2018-12-30,9,30,1.0,30.6,22.6,0.0
10068,2018-12-30,9,45,5.0,30.6,22.6,0.0
10069,2018-12-30,10,0,1.0,30.6,22.6,0.0
10070,2018-12-30,10,30,4.0,30.6,22.6,0.0
10071,2018-12-30,11,0,5.0,30.6,22.6,0.0
10072,2018-12-30,11,15,10.0,30.6,22.6,0.0
10073,2018-12-30,11,30,5.0,30.6,22.6,0.0
10074,2018-12-30,11,45,3.0,30.6,22.6,0.0
10075,2018-12-30,12,0,3.0,30.6,22.6,0.0
10076,2018-12-30,12,30,9.0,30.6,22.6,0.0
10077,2018-12-30,12,45,1.0,30.6,22.6,0.0
10078,2018-12-30,13,15,2.0,30.6,22.6,0.0
10079,2018-12-30,13,30,6.0,30.6,22.6,0.0
10080,2018-12-30,13,45,1.0,30.6,22.6,0.0
10081,2018-12-30,14,15,5.0,30.6,22.6,0.0
10082,2018-12-30,14,45,1.0,30.6,22.6,0.0
10083,2018-12-30,15,0,2.0,30.6,22.6,0.0
10084,2018-12-30,15,15,3.0,30.6,22.6,0.0
10085,2018-12-30,15,30,4.0,30.6,22.6,0.0
10086,2018-12-30,15,45,6.0,30.6,22.6,0.0
10087,2018-12-30,16,0,7.0,30.6,22.6,0.0
10088,2018-12-30,16,15,1.0,30.6,22.6,0.0
10089,2018-12-30,16,30,3.0,30.6,22.6,0.0
10090,2018-12-30,16,45,6.0,30.6,22.6,0.0
10091,2018-12-30,17,0,3.0,30.6,22.6,0.0
10092,2018-12-30,17,30,5.0,30.6,22.6,0.0
10093,2018-12-30,17,45,16.0,30.6,22.6,0.0
10094,2018-12-30,18,0,9.0,30.6,22.6,0.0
10095,2018-12-30,18,30,7.0,30.6,22.6,0.0
10096,2018-12-30,18,45,20.0,30.6,22.6,0.0
10097,2018-12-30,19,0,9.0,30.6,22.6,0.0
10349,2019-01-05,7,0,6.0,30.9,20.9,0.2
10350,2019-01-05,7,45,2.0,30.9,20.9,0.2
10351,2019-01-05,8,0,1.0,30.9,20.9,0.2
10352,2019-01-05,8,15,4.0,30.9,20.9,0.2
10353,2019-01-05,8,30,2.0,30.9,20.9,0.2
10354,2019-01-05,9,0,6.0,30.9,20.9,0.2
10355,2019-01-05,9,15,3.0,30.9,20.9,0.2
10356,2019-01-05,9,45,2.0,30.9,20.9,0.2
10357,2019-01-05,10,0,1.0,30.9,20.9,0.2
10358,2019-01-05,10,15,3.0,30.9,20.9,0.2
10359,2019-01-05,10,30,3.0,30.9,20.9,0.2
10360,2019-01-05,11,0,1.0,30.9,20.9,0.2
10361,2019-01-05,11,15,6.0,30.9,20.9,0.2
10362,2019-01-05,11,30,4.0,30.9,20.9,0.2
10363,2019-01-05,12,0,1.0,30.9,20.9,0.2
10364,2019-01-05,12,15,3.0,30.9,20.9,0.2
10365,2019-01-05,12,30,14.0,30.9,20.9,0.2
10366,2019-01-05,12,45,2.0,30.9,20.9,0.2
10367,2019-01-05,13,0,6.0,30.9,20.9,0.2
10368,2019-01-05,13,15,7.0,30.9,20.9,0.2
10369,2019-01-05,13,30,17.0,30.9,20.9,0.2
10370,2019-01-05,13,45,1.0,30.9,20.9,0.2
10371,2019-01-05,14,0,5.0,30.9,20.9,0.2
10372,2019-01-05,14,15,5.0,30.9,20.9,0.2
10373,2019-01-05,14,30,11.0,30.9,20.9,0.2
10374,2019-01-05,14,45,6.0,30.9,20.9,0.2
10375,2019-01-05,15,0,12.0,30.9,20.9,0.2
10376,2019-01-05,15,15,7.0,30.9,20.9,0.2
10377,2019-01-05,15,30,9.0,30.9,20.9,0.2
10378,2019-01-05,15,45,18.0,30.9,20.9,0.2
10379,2019-01-05,16,0,2.0,30.9,20.9,0.2
10380,2019-01-05,16,15,8.0,30.9,20.9,0.2
10381,2019-01-05,16,30,13.0,30.9,20.9,0.2
10382,2019-01-05,16,45,8.0,30.9,20.9,0.2
10383,2019-01-05,17,0,3.0,30.9,20.9,0.2
10384,2019-01-05,17,15,5.0,30.9,20.9,0.2
10385,2019-01-05,17,30,5.0,30.9,20.9,0.2
10386,2019-01-05,17,45,1.0,30.9,20.9,0.2
10387,2019-01-05,18,0,8.0,30.9,20.9,0.2
10388,2019-01-05,18,15,11.0,30.9,20.9,0.2
10389,2019-01-05,18,30,7.0,30.9,20.9,0.2
10390,2019-01-05,18,45,8.0,30.9,20.9,0.2
10391,2019-01-05,19,0,7.0,30.9,20.9,0.2
10392,2019-01-06,8,15,2.0,31.3,24.0,0.0
10393,2019-01-06,8,30,1.0,31.3,24.0,0.0
10394,2019-01-06,8,45,2.0,31.3,24.0,0.0
10395,2019-01-06,9,0,4.0,31.3,24.0,0.0
10396,2019-01-06,9,45,5.0,31.3,24.0,0.0
10397,2019-01-06,10,0,5.0,31.3,24.0,0.0
10398,2019-01-06,10,30,3.0,31.3,24.0,0.0
10399,2019-01-06,11,0,1.0,31.3,24.0,0.0
10400,2019-01-06,11,15,5.0,31.3,24.0,0.0
10401,2019-01-06,12,0,7.0,31.3,24.0,0.0
10402,2019-01-06,12,15,9.0,31.3,24.0,0.0
10403,2019-01-06,12,30,8.0,31.3,24.0,0.0
10404,2019-01-06,12,45,5.0,31.3,24.0,0.0
10405,2019-01-06,13,0,10.0,31.3,24.0,0.0
10406,2019-01-06,13,15,8.0,31.3,24.0,0.0
10407,2019-01-06,13,30,8.0,31.3,24.0,0.0
10408,2019-01-06,13,45,8.0,31.3,24.0,0.0
10409,2019-01-06,14,15,6.0,31.3,24.0,0.0
10410,2019-01-06,14,45,5.0,31.3,24.0,0.0
10411,2019-01-06,15,15,4.0,31.3,24.0,0.0
10412,2019-01-06,15,30,5.0,31.3,24.0,0.0
10413,2019-01-06,15,45,6.0,31.3,24.0,0.0
10414,2019-01-06,16,0,5.0,31.3,24.0,0.0
10415,2019-01-06,16,30,4.0,31.3,24.0,0.0
10416,2019-01-06,16,45,7.0,31.3,24.0,0.0
10417,2019-01-06,17,0,9.0,31.3,24.0,0.0
10418,2019-01-06,17,30,7.0,31.3,24.0,0.0
10419,2019-01-06,17,45,16.0,31.3,24.0,0.0
10420,2019-01-06,18,0,7.0,31.3,24.0,0.0
10421,2019-01-06,18,30,3.0,31.3,24.0,0.0
10422,2019-01-06,18,45,12.0,31.3,24.0,0.0
10423,2019-01-06,19,0,8.0,31.3,24.0,0.0
10725,2019-01-12,7,0,1.0,31.7,20.2,0.0
10726,2019-01-12,7,15,1.0,31.7,20.2,0.0
10727,2019-01-12,7,30,3.0,31.7,20.2,0.0
10728,2019-01-12,8,15,5.0,31.7,20.2,0.0
10729,2019-01-12,8,30,1.0,31.7,20.2,0.0
10730,2019-01-12,8,45,2.0,31.7,20.2,0.0
10731,2019-01-12,9,0,1.0,31.7,20.2,0.0
10732,2019-01-12,9,15,5.0,31.7,20.2,0.0
10733,2019-01-12,9,45,2.0,31.7,20.2,0.0
10734,2019-01-12,10,0,7.0,31.7,20.2,0.0
10735,2019-01-12,10,30,2.0,31.7,20.2,0.0
10736,2019-01-12,10,45,4.0,31.7,20.2,0.0
10737,2019-01-12,11,0,5.0,31.7,20.2,0.0
10738,2019-01-12,11,30,5.0,31.7,20.2,0.0
10739,2019-01-12,11,45,2.0,31.7,20.2,0.0
10740,2019-01-12,12,0,9.0,31.7,20.2,0.0
10741,2019-01-12,12,15,2.0,31.7,20.2,0.0
10742,2019-01-12,12,30,8.0,31.7,20.2,0.0
10743,2019-01-12,13,0,11.0,31.7,20.2,0.0
10744,2019-01-12,13,15,7.0,31.7,20.2,0.0
10745,2019-01-12,13,30,7.0,31.7,20.2,0.0
10746,2019-01-12,13,45,8.0,31.7,20.2,0.0
10747,2019-01-12,14,0,19.0,31.7,20.2,0.0
10748,2019-01-12,14,15,3.0,31.7,20.2,0.0
10749,2019-01-12,14,30,13.0,31.7,20.2,0.0
10750,2019-01-12,14,45,6.0,31.7,20.2,0.0
10751,2019-01-12,15,0,10.0,31.7,20.2,0.0
10752,2019-01-12,15,15,6.0,31.7,20.2,0.0
10753,2019-01-12,15,30,13.0,31.7,20.2,0.0
10754,2019-01-12,15,45,14.0,31.7,20.2,0.0
10755,2019-01-12,16,0,10.0,31.7,20.2,0.0
10756,2019-01-12,16,15,10.0,31.7,20.2,0.0
10757,2019-01-12,16,30,25.0,31.7,20.2,0.0
10758,2019-01-12,16,45,2.0,31.7,20.2,0.0
10759,2019-01-12,17,0,13.0,31.7,20.2,0.0
10760,2019-01-12,17,15,5.0,31.7,20.2,0.0
10761,2019-01-12,17,30,11.0,31.7,20.2,0.0
10762,2019-01-12,17,45,26.0,31.7,20.2,0.0
10763,2019-01-12,18,0,1.0,31.7,20.2,0.0
10764,2019-01-12,18,15,12.0,31.7,20.2,0.0
10765,2019-01-12,18,30,14.0,31.7,20.2,0.0
10766,2019-01-12,18,45,3.0,31.7,20.2,0.0
10767,2019-01-12,19,0,1.0,31.7,20.2,0.0
10768,2019-01-12,19,15,13.0,31.7,20.2,0.0
10769,2019-01-13,7,0,2.0,32.1,20.8,0.0
10770,2019-01-13,7,15,2.0,32.1,20.8,0.0
10771,2019-01-13,8,15,2.0,32.1,20.8,0.0
10772,2019-01-13,9,0,4.0,32.1,20.8,0.0
10773,2019-01-13,9,15,9.0,32.1,20.8,0.0
10774,2019-01-13,9,45,2.0,32.1,20.8,0.0
10775,2019-01-13,10,0,3.0,32.1,20.8,0.0
10776,2019-01-13,10,15,1.0,32.1,20.8,0.0
10777,2019-01-13,10,30,2.0,32.1,20.8,0.0
10778,2019-01-13,10,45,9.0,32.1,20.8,0.0
10779,2019-01-13,11,0,6.0,32.1,20.8,0.0
10780,2019-01-13,11,30,6.0,32.1,20.8,0.0
10781,2019-01-13,11,45,5.0,32.1,20.8,0.0
10782,2019-01-13,12,15,11.0,32.1,20.8,0.0
10783,2019-01-13,12,30,4.0,32.1,20.8,0.0
10784,2019-01-13,12,45,5.0,32.1,20.8,0.0
10785,2019-01-13,13,15,5.0,32.1,20.8,0.0
10786,2019-01-13,13,30,4.0,32.1,20.8,0.0
10787,2019-01-13,13,45,1.0,32.1,20.8,0.0
10788,2019-01-13,14,15,12.0,32.1,20.8,0.0
10789,2019-01-13,14,30,6.0,32.1,20.8,0.0
10790,2019-01-13,15,0,3.0,32.1,20.8,0.0
10791,2019-01-13,15,30,3.0,32.1,20.8,0.0
10792,2019-01-13,15,45,3.0,32.1,20.8,0.0
10793,2019-01-13,16,0,5.0,32.1,20.8,0.0
10794,2019-01-13,16,15,5.0,32.1,20.8,0.0
10795,2019-01-13,16,30,1.0,32.1,20.8,0.0
10796,2019-01-13,16,45,10.0,32.1,20.8,0.0
10797,2019-01-13,17,0,7.0,32.1,20.8,0.0
10798,2019-01-13,17,15,1.0,32.1,20.8,0.0
10799,2019-01-13,17,30,7.0,32.1,20.8,0.0
10800,2019-01-13,17,45,8.0,32.1,20.8,0.0
10801,2019-01-13,18,15,9.0,32.1,20.8,0.0
10802,2019-01-13,18,30,14.0,32.1,20.8,0.0
10803,2019-01-13,19,0,5.0,32.1,20.8,0.0
10804,2019-01-13,19,15,20.0,32.1,20.8,0.0
11112,2019-01-19,7,0,3.0,32.9,21.7,0.0
11113,2019-01-19,7,15,1.0,32.9,21.7,0.0
11114,2019-01-19,7,30,1.0,32.9,21.7,0.0
11115,2019-01-19,7,45,1.0,32.9,21.7,0.0
11116,2019-01-19,8,0,1.0,32.9,21.7,0.0
11117,2019-01-19,8,15,1.0,32.9,21.7,0.0
11118,2019-01-19,8,30,2.0,32.9,21.7,0.0
11119,2019-01-19,8,45,1.0,32.9,21.7,0.0
11120,2019-01-19,9,0,3.0,32.9,21.7,0.0
11121,2019-01-19,9,15,2.0,32.9,21.7,0.0
11122,2019-01-19,9,30,1.0,32.9,21.7,0.0
11123,2019-01-19,9,45,2.0,32.9,21.7,0.0
11124,2019-01-19,10,0,5.0,32.9,21.7,0.0
11125,2019-01-19,10,15,4.0,32.9,21.7,0.0
11126,2019-01-19,10,45,1.0,32.9,21.7,0.0
11127,2019-01-19,11,0,4.0,32.9,21.7,0.0
11128,2019-01-19,11,15,6.0,32.9,21.7,0.0
11129,2019-01-19,11,30,7.0,32.9,21.7,0.0
11130,2019-01-19,11,45,4.0,32.9,21.7,0.0
11131,2019-01-19,12,15,7.0,32.9,21.7,0.0
11132,2019-01-19,12,30,3.0,32.9,21.7,0.0
11133,2019-01-19,12,45,3.0,32.9,21.7,0.0
11134,2019-01-19,13,0,1.0,32.9,21.7,0.0
11135,2019-01-19,13,15,20.0,32.9,21.7,0.0
11136,2019-01-19,13,30,10.0,32.9,21.7,0.0
11137,2019-01-19,14,0,11.0,32.9,21.7,0.0
11138,2019-01-19,14,15,8.0,32.9,21.7,0.0
11139,2019-01-19,14,30,9.0,32.9,21.7,0.0
11140,2019-01-19,14,45,10.0,32.9,21.7,0.0
11141,2019-01-19,15,0,4.0,32.9,21.7,0.0
11142,2019-01-19,15,15,24.0,32.9,21.7,0.0
11143,2019-01-19,15,30,9.0,32.9,21.7,0.0
11144,2019-01-19,15,45,10.0,32.9,21.7,0.0
11145,2019-01-19,16,0,7.0,32.9,21.7,0.0
11146,2019-01-19,16,15,7.0,32.9,21.7,0.0
11147,2019-01-19,16,30,7.0,32.9,21.7,0.0
11148,2019-01-19,16,45,5.0,32.9,21.7,0.0
11149,2019-01-19,17,0,24.0,32.9,21.7,0.0
11150,2019-01-19,17,15,4.0,32.9,21.7,0.0
11151,2019-01-19,17,30,5.0,32.9,21.7,0.0
11152,2019-01-19,18,0,4.0,32.9,21.7,0.0
11153,2019-01-19,18,15,7.0,32.9,21.7,0.0
11154,2019-01-19,18,30,20.0,32.9,21.7,0.0
11155,2019-01-19,19,0,35.0,32.9,21.7,0.0
11156,2019-01-20,7,0,1.0,33.0,22.0,0.0
11157,2019-01-20,7,15,1.0,33.0,22.0,0.0
11158,2019-01-20,8,15,2.0,33.0,22.0,0.0
11159,2019-01-20,8,45,4.0,33.0,22.0,0.0
11160,2019-01-20,9,0,2.0,33.0,22.0,0.0
11161,2019-01-20,9,15,3.0,33.0,22.0,0.0
11162,2019-01-20,9,30,1.0,33.0,22.0,0.0
11163,2019-01-20,9,45,4.0,33.0,22.0,0.0
11164,2019-01-20,10,15,2.0,33.0,22.0,0.0
11165,2019-01-20,10,30,9.0,33.0,22.0,0.0
11166,2019-01-20,10,45,5.0,33.0,22.0,0.0
11167,2019-01-20,11,15,7.0,33.0,22.0,0.0
11168,2019-01-20,11,45,7.0,33.0,22.0,0.0
11169,2019-01-20,12,15,10.0,33.0,22.0,0.0
11170,2019-01-20,12,45,11.0,33.0,22.0,0.0
11171,2019-01-20,13,0,3.0,33.0,22.0,0.0
11172,2019-01-20,13,15,3.0,33.0,22.0,0.0
11173,2019-01-20,13,30,3.0,33.0,22.0,0.0
11174,2019-01-20,13,45,5.0,33.0,22.0,0.0
11175,2019-01-20,14,0,4.0,33.0,22.0,0.0
11176,2019-01-20,14,15,4.0,33.0,22.0,0.0
11177,2019-01-20,14,30,4.0,33.0,22.0,0.0
11178,2019-01-20,14,45,13.0,33.0,22.0,0.0
11179,2019-01-20,15,0,1.0,33.0,22.0,0.0
11180,2019-01-20,15,15,1.0,33.0,22.0,0.0
11181,2019-01-20,15,30,1.0,33.0,22.0,0.0
11182,2019-01-20,15,45,15.0,33.0,22.0,0.0
11183,2019-01-20,16,0,14.0,33.0,22.0,0.0
11184,2019-01-20,16,15,3.0,33.0,22.0,0.0
11185,2019-01-20,16,45,6.0,33.0,22.0,0.0
11186,2019-01-20,17,0,3.0,33.0,22.0,0.0
11187,2019-01-20,17,15,14.0,33.0,22.0,0.0
11188,2019-01-20,17,30,4.0,33.0,22.0,0.0
11189,2019-01-20,17,45,5.0,33.0,22.0,0.0
11190,2019-01-20,18,0,14.0,33.0,22.0,0.0
11191,2019-01-20,18,15,15.0,33.0,22.0,0.0
11192,2019-01-20,18,30,6.0,33.0,22.0,0.0
11193,2019-01-20,18,45,6.0,33.0,22.0,0.0
11194,2019-01-20,19,0,8.0,33.0,22.0,0.0
11499,2019-01-26,7,15,3.0,33.0,24.2,0.2
11500,2019-01-26,8,15,2.0,33.0,24.2,0.2
11501,2019-01-26,8,45,3.0,33.0,24.2,0.2
11502,2019-01-26,9,15,9.0,33.0,24.2,0.2
11503,2019-01-26,9,45,3.0,33.0,24.2,0.2
11504,2019-01-26,10,0,5.0,33.0,24.2,0.2
11505,2019-01-26,10,30,4.0,33.0,24.2,0.2
11506,2019-01-26,11,0,14.0,33.0,24.2,0.2
11507,2019-01-26,11,30,28.0,33.0,24.2,0.2
11508,2019-01-26,12,0,6.0,33.0,24.2,0.2
11509,2019-01-26,12,15,17.0,33.0,24.2,0.2
11510,2019-01-26,12,45,8.0,33.0,24.2,0.2
11511,2019-01-26,13,15,2.0,33.0,24.2,0.2
11512,2019-01-26,13,45,7.0,33.0,24.2,0.2
11513,2019-01-26,14,15,12.0,33.0,24.2,0.2
11514,2019-01-26,14,45,5.0,33.0,24.2,0.2
11515,2019-01-26,15,15,8.0,33.0,24.2,0.2
11516,2019-01-26,15,30,8.0,33.0,24.2,0.2
11517,2019-01-26,15,45,4.0,33.0,24.2,0.2
11518,2019-01-26,16,15,11.0,33.0,24.2,0.2
11519,2019-01-26,16,30,18.0,33.0,24.2,0.2
11520,2019-01-26,16,45,7.0,33.0,24.2,0.2
11521,2019-01-26,17,15,9.0,33.0,24.2,0.2
11522,2019-01-26,17,30,12.0,33.0,24.2,0.2
11523,2019-01-26,17,45,12.0,33.0,24.2,0.2
11524,2019-01-26,18,15,18.0,33.0,24.2,0.2
11525,2019-01-26,18,30,12.0,33.0,24.2,0.2
11526,2019-01-26,18,45,7.0,33.0,24.2,0.2
11527,2019-01-26,19,15,7.0,33.0,24.2,0.2
11528,2019-01-27,6,45,1.0,32.5,23.5,0.0
11529,2019-01-27,7,15,3.0,32.5,23.5,0.0
11530,2019-01-27,7,45,1.0,32.5,23.5,0.0
11531,2019-01-27,8,30,2.0,32.5,23.5,0.0
11532,2019-01-27,8,45,1.0,32.5,23.5,0.0
11533,2019-01-27,9,0,2.0,32.5,23.5,0.0
11534,2019-01-27,9,15,1.0,32.5,23.5,0.0
11535,2019-01-27,9,30,11.0,32.5,23.5,0.0
11536,2019-01-27,10,0,4.0,32.5,23.5,0.0
11537,2019-01-27,10,15,2.0,32.5,23.5,0.0
11538,2019-01-27,10,30,12.0,32.5,23.5,0.0
11539,2019-01-27,11,0,5.0,32.5,23.5,0.0
11540,2019-01-27,11,30,12.0,32.5,23.5,0.0
11541,2019-01-27,12,0,7.0,32.5,23.5,0.0
11542,2019-01-27,12,15,7.0,32.5,23.5,0.0
11543,2019-01-27,12,30,16.0,32.5,23.5,0.0
11544,2019-01-27,12,45,3.0,32.5,23.5,0.0
11545,2019-01-27,13,0,2.0,32.5,23.5,0.0
11546,2019-01-27,13,15,1.0,32.5,23.5,0.0
11547,2019-01-27,13,30,9.0,32.5,23.5,0.0
11548,2019-01-27,13,45,4.0,32.5,23.5,0.0
11549,2019-01-27,14,15,2.0,32.5,23.5,0.0
11550,2019-01-27,14,30,6.0,32.5,23.5,0.0
11551,2019-01-27,14,45,3.0,32.5,23.5,0.0
11552,2019-01-27,15,0,2.0,32.5,23.5,0.0
11553,2019-01-27,15,15,2.0,32.5,23.5,0.0
11554,2019-01-27,15,30,8.0,32.5,23.5,0.0
11555,2019-01-27,16,0,12.0,32.5,23.5,0.0
11556,2019-01-27,16,15,1.0,32.5,23.5,0.0
11557,2019-01-27,16,30,4.0,32.5,23.5,0.0
11558,2019-01-27,16,45,1.0,32.5,23.5,0.0
11559,2019-01-27,17,0,21.0,32.5,23.5,0.0
11560,2019-01-27,17,30,12.0,32.5,23.5,0.0
11561,2019-01-27,18,0,15.0,32.5,23.5,0.0
11562,2019-01-27,18,30,11.0,32.5,23.5,0.0
11563,2019-01-27,18,45,3.0,32.5,23.5,0.0
11564,2019-01-27,19,0,21.0,32.5,23.5,0.0
11565,2019-01-27,19,15,1.0,32.5,23.5,0.0
11845,2019-02-02,8,0,2.0,32.2,22.9,1.0
11846,2019-02-02,8,30,3.0,32.2,22.9,1.0
11847,2019-02-02,9,0,5.0,32.2,22.9,1.0
11848,2019-02-02,9,15,4.0,32.2,22.9,1.0
11849,2019-02-02,9,30,6.0,32.2,22.9,1.0
11850,2019-02-02,9,45,2.0,32.2,22.9,1.0
11851,2019-02-02,10,0,4.0,32.2,22.9,1.0
11852,2019-02-02,10,15,1.0,32.2,22.9,1.0
11853,2019-02-02,10,30,5.0,32.2,22.9,1.0
11854,2019-02-02,11,0,1.0,32.2,22.9,1.0
11855,2019-02-02,11,30,13.0,32.2,22.9,1.0
11856,2019-02-02,12,0,5.0,32.2,22.9,1.0
11857,2019-02-02,12,15,8.0,32.2,22.9,1.0
11858,2019-02-02,12,30,11.0,32.2,22.9,1.0
